,customerId,productId,rank
372,1043,34,3
373,1043,248,4
374,1043,3,5
375,1043,27,6
376,1043,230,7
377,1043,32,8
378,1043,10,9
379,1043,226,10
380,11837,132,1
381,11837,37,2
382,11837,34,3
383,11837,248,4
384,11837,0,5
385,11837,3,6
386,11837,27,7
387,11837,110,8
388,11837,230,9
389,11837,10,10
390,2831,132,1
391,2831,37,2
392,2831,34,3
393,2831,248,4
394,2831,0,5
395,2831,3,6
396,2831,27,7
397,2831,110,8
398,2831,230,9
399,2831,32,10
400,19026,132,1
401,19026,37,2
402,19026,34,3
403,19026,248,4
404,19026,0,5
405,19026,3,6
406,19026,27,7
407,19026,110,8
408,19026,230,9
409,19026,32,10
410,6769,132,1
411,6769,37,2
412,6769,34,3
413,6769,248,4
414,6769,0,5
415,6769,3,6
416,6769,27,7
417,6769,110,8
418,6769,230,9
419,6769,32,10
420,23105,132,1
421,23105,37,2
422,23105,34,3
423,23105,248,4
424,23105,0,5
425,23105,3,6
426,23105,27,7
427,23105,110,8
428,23105,230,9
429,23105,32,10
430,8475,132,1
431,8475,37,2
432,8475,34,3
433,8475,248,4
434,8475,0,5
435,8475,3,6
436,8475,27,7
437,8475,110,8
438,8475,230,9
439,8475,32,10
440,19762,132,1
441,19762,37,2
442,19762,34,3
443,19762,248,4
444,19762,0,5
445,19762,3,6
446,19762,27,7
447,19762,110,8
448,19762,230,9
449,19762,32,10
450,13658,132,1
451,13658,37,2
452,13658,34,3
453,13658,248,4
454,13658,3,5
455,13658,27,6
456,13658,110,7
457,13658,230,8
458,13658,32,9
459,13658,10,10
460,9806,132,1
461,9806,37,2
462,9806,34,3
463,9806,248,4
464,9806,3,5
465,9806,27,6
466,9806,110,7
467,9806,230,8
468,9806,32,9
469,9806,10,10
470,4618,132,1
471,4618,37,2
472,4618,34,3
473,4618,248,4
474,4618,0,5
475,4618,3,6
476,4618,27,7
477,4618,110,8
478,4618,230,9
479,4618,32,10
480,5648,132,1
481,5648,37,2
482,5648,34,3
483,5648,248,4
484,5648,0,5
485,5648,3,6
486,5648,27,7
487,5648,110,8
488,5648,230,9
489,5648,32,10
490,4659,132,1
491,4659,37,2
492,4659,34,3
493,4659,248,4
494,4659,0,5
495,4659,3,6
496,4659,27,7
497,4659,110,8
498,4659,230,9
499,4659,32,10
500,15831,132,1
501,15831,37,2
502,15831,34,3
503,15831,248,4
504,15831,0,5
505,15831,3,6
506,15831,27,7
507,15831,110,8
508,15831,230,9
509,15831,32,10
510,9796,132,1
511,9796,37,2
512,9796,34,3
513,9796,248,4
514,9796,0,5
515,9796,3,6
516,9796,27,7
517,9796,110,8
518,9796,230,9
519,9796,32,10
520,14723,132,1
521,14723,37,2
522,14723,34,3
523,14723,248,4
524,14723,0,5
525,14723,3,6
526,14723,27,7
527,14723,110,8
528,14723,230,9
529,14723,32,10
530,18268,132,1
531,18268,37,2
532,18268,34,3
533,18268,248,4
534,18268,0,5
535,18268,3,6
536,18268,27,7
537,18268,110,8
538,18268,230,9
539,18268,32,10
540,23277,132,1
541,23277,37,2
542,23277,34,3
543,23277,248,4
544,23277,0,5
545,23277,3,6
546,23277,27,7
547,23277,110,8
548,23277,230,9
549,23277,32,10
550,17031,132,1
551,17031,37,2
552,17031,34,3
553,17031,248,4
554,17031,0,5
555,17031,3,6
556,17031,27,7
557,17031,110,8
558,17031,230,9
559,17031,32,10
560,12535,132,1
561,12535,37,2
562,12535,34,3
563,12535,248,4
564,12535,0,5
565,12535,3,6
566,12535,27,7
567,12535,110,8
568,12535,230,9
569,12535,32,10
570,13529,132,1
571,13529,37,2
572,13529,34,3
573,13529,248,4
574,13529,3,5
575,13529,27,6
576,13529,110,7
577,13529,230,8
578,13529,32,9
579,13529,10,10
580,13433,132,1
581,13433,37,2
582,13433,34,3
583,13433,248,4
584,13433,0,5
585,13433,3,6
586,13433,27,7
587,13433,110,8
588,13433,230,9
589,13433,32,10
590,539,132,1
591,539,37,2
592,539,34,3
593,539,248,4
594,539,0,5
595,539,27,6
596,539,110,7
597,539,230,8
598,539,32,9
599,539,10,10
600,26263,132,1
601,26263,37,2
602,26263,34,3
603,26263,248,4
604,26263,0,5
605,26263,3,6
606,26263,27,7
607,26263,110,8
608,26263,230,9
609,26263,32,10
610,23162,132,1
611,23162,37,2
612,23162,34,3
613,23162,248,4
614,23162,0,5
615,23162,3,6
616,23162,27,7
617,23162,110,8
618,23162,230,9
619,23162,32,10
620,21386,132,1
621,21386,37,2
622,21386,34,3
623,21386,248,4
624,21386,0,5
625,21386,3,6
626,21386,27,7
627,21386,110,8
628,21386,230,9
629,21386,32,10
630,9961,132,1
631,9961,37,2
632,9961,34,3
633,9961,248,4
634,9961,0,5
635,9961,3,6
636,9961,27,7
637,9961,110,8
638,9961,230,9
639,9961,32,10
640,8931,132,1
641,8931,37,2
642,8931,34,3
643,8931,248,4
644,8931,0,5
645,8931,3,6
646,8931,27,7
647,8931,110,8
648,8931,230,9
649,8931,32,10
650,15567,132,1
651,15567,37,2
652,15567,34,3
653,15567,248,4
654,15567,0,5
655,15567,3,6
656,15567,27,7
657,15567,110,8
658,15567,230,9
659,15567,32,10
660,26760,132,1
661,26760,37,2
662,26760,34,3
663,26760,248,4
664,26760,0,5
665,26760,3,6
666,26760,110,7
667,26760,230,8
668,26760,32,9
669,26760,10,10
670,15913,132,1
671,15913,37,2
672,15913,34,3
673,15913,248,4
674,15913,0,5
675,15913,3,6
676,15913,27,7
677,15913,110,8
678,15913,230,9
679,15913,32,10
680,9954,132,1
681,9954,37,2
682,9954,34,3
683,9954,248,4
684,9954,0,5
685,9954,3,6
686,9954,27,7
687,9954,110,8
688,9954,230,9
689,9954,32,10
690,1127,132,1
691,1127,37,2
692,1127,34,3
693,1127,248,4
694,1127,0,5
695,1127,3,6
696,1127,27,7
697,1127,110,8
698,1127,230,9
699,1127,32,10
700,122,132,1
701,122,37,2
702,122,34,3
703,122,248,4
704,122,0,5
705,122,27,6
706,122,110,7
707,122,230,8
708,122,32,9
709,122,10,10
710,2396,132,1
711,2396,37,2
712,2396,34,3
713,2396,248,4
714,2396,0,5
715,2396,3,6
716,2396,27,7
717,2396,110,8
718,2396,230,9
719,2396,32,10
720,8865,132,1
721,8865,37,2
722,8865,34,3
723,8865,248,4
724,8865,0,5
725,8865,3,6
726,8865,27,7
727,8865,110,8
728,8865,32,9
729,8865,10,10
730,7274,132,1
731,7274,37,2
732,7274,34,3
733,7274,248,4
734,7274,0,5
735,7274,3,6
736,7274,27,7
737,7274,110,8
738,7274,230,9
739,7274,32,10
740,22303,132,1
741,22303,37,2
742,22303,34,3
743,22303,248,4
744,22303,0,5
745,22303,3,6
746,22303,27,7
747,22303,110,8
748,22303,230,9
749,22303,32,10
750,11167,132,1
751,11167,37,2
752,11167,34,3
753,11167,248,4
754,11167,0,5
755,11167,3,6
756,11167,27,7
757,11167,110,8
758,11167,230,9
759,11167,32,10
760,12750,132,1
761,12750,37,2
762,12750,34,3
763,12750,248,4
764,12750,0,5
765,12750,3,6
766,12750,27,7
767,12750,110,8
768,12750,230,9
769,12750,32,10
770,16450,132,1
771,16450,37,2
772,16450,34,3
773,16450,248,4
774,16450,0,5
775,16450,3,6
776,16450,27,7
777,16450,110,8
778,16450,230,9
779,16450,32,10
780,7650,132,1
781,7650,37,2
782,7650,34,3
783,7650,248,4
784,7650,0,5
785,7650,3,6
786,7650,27,7
787,7650,110,8
788,7650,230,9
789,7650,32,10
790,15309,132,1
791,15309,37,2
792,15309,34,3
793,15309,248,4
794,15309,0,5
795,15309,3,6
796,15309,27,7
797,15309,110,8
798,15309,230,9
799,15309,32,10
800,6455,132,1
801,6455,37,2
802,6455,34,3
803,6455,248,4
804,6455,0,5
805,6455,3,6
806,6455,27,7
807,6455,110,8
808,6455,230,9
809,6455,32,10
810,27097,132,1
811,27097,37,2
812,27097,34,3
813,27097,248,4
814,27097,0,5
815,27097,3,6
816,27097,27,7
817,27097,110,8
818,27097,230,9
819,27097,32,10
820,7118,132,1
821,7118,37,2
822,7118,34,3
823,7118,248,4
824,7118,0,5
825,7118,3,6
826,7118,27,7
827,7118,110,8
828,7118,230,9
829,7118,32,10
830,21658,132,1
831,21658,37,2
832,21658,34,3
833,21658,248,4
834,21658,0,5
835,21658,3,6
836,21658,27,7
837,21658,110,8
838,21658,230,9
839,21658,32,10
840,22172,132,1
841,22172,37,2
842,22172,34,3
843,22172,248,4
844,22172,0,5
845,22172,3,6
846,22172,27,7
847,22172,110,8
848,22172,230,9
849,22172,32,10
850,1037,132,1
851,1037,37,2
852,1037,34,3
853,1037,248,4
854,1037,0,5
855,1037,3,6
856,1037,27,7
857,1037,110,8
858,1037,230,9
859,1037,32,10
860,2478,132,1
861,2478,37,2
862,2478,34,3
863,2478,248,4
864,2478,3,5
865,2478,27,6
866,2478,110,7
867,2478,230,8
868,2478,32,9
869,2478,226,10
870,11468,132,1
871,11468,37,2
872,11468,34,3
873,11468,248,4
874,11468,0,5
875,11468,3,6
876,11468,27,7
877,11468,110,8
878,11468,230,9
879,11468,32,10
880,5684,132,1
881,5684,37,2
882,5684,34,3
883,5684,248,4
884,5684,0,5
885,5684,3,6
886,5684,27,7
887,5684,110,8
888,5684,230,9
889,5684,32,10
890,10550,37,1
891,10550,34,2
892,10550,0,3
893,10550,3,4
894,10550,27,5
895,10550,110,6
896,10550,32,7
897,10550,10,8
898,10550,226,9
899,10550,245,10
900,28099,132,1
901,28099,37,2
902,28099,34,3
903,28099,248,4
904,28099,0,5
905,28099,3,6
906,28099,27,7
907,28099,110,8
908,28099,230,9
909,28099,32,10
910,5095,132,1
911,5095,37,2
912,5095,248,3
913,5095,0,4
914,5095,3,5
915,5095,27,6
916,5095,110,7
917,5095,230,8
918,5095,32,9
919,5095,10,10
920,15398,132,1
921,15398,37,2
922,15398,34,3
923,15398,248,4
924,15398,3,5
925,15398,27,6
926,15398,110,7
927,15398,230,8
928,15398,32,9
929,15398,10,10
930,25235,132,1
931,25235,37,2
932,25235,34,3
933,25235,248,4
934,25235,0,5
935,25235,3,6
936,25235,27,7
937,25235,110,8
938,25235,230,9
939,25235,32,10
940,24909,132,1
941,24909,37,2
942,24909,34,3
943,24909,248,4
944,24909,0,5
945,24909,3,6
946,24909,27,7
947,24909,110,8
948,24909,230,9
949,24909,32,10
950,22608,132,1
951,22608,37,2
952,22608,34,3
953,22608,248,4
954,22608,0,5
955,22608,3,6
956,22608,27,7
957,22608,110,8
958,22608,230,9
959,22608,32,10
960,12532,132,1
961,12532,37,2
962,12532,34,3
963,12532,248,4
964,12532,0,5
965,12532,3,6
966,12532,27,7
967,12532,110,8
968,12532,230,9
969,12532,32,10
970,20624,132,1
971,20624,37,2
972,20624,34,3
973,20624,248,4
974,20624,0,5
975,20624,3,6
976,20624,27,7
977,20624,110,8
978,20624,230,9
979,20624,32,10
980,21949,132,1
981,21949,37,2
982,21949,34,3
983,21949,248,4
984,21949,0,5
985,21949,3,6
986,21949,27,7
987,21949,110,8
988,21949,230,9
989,21949,32,10
990,18445,132,1
991,18445,37,2
992,18445,34,3
993,18445,248,4
994,18445,0,5
995,18445,3,6
996,18445,27,7
997,18445,110,8
998,18445,230,9
999,18445,32,10
1000,4152,132,1
1001,4152,37,2
1002,4152,34,3
1003,4152,248,4
1004,4152,0,5
1005,4152,3,6
1006,4152,27,7
1007,4152,110,8
1008,4152,230,9
1009,4152,32,10
1010,3223,132,1
1011,3223,37,2
1012,3223,34,3
1013,3223,248,4
1014,3223,0,5
1015,3223,3,6
1016,3223,27,7
1017,3223,110,8
1018,3223,230,9
1019,3223,32,10
1020,22559,132,1
1021,22559,37,2
1022,22559,34,3
1023,22559,248,4
1024,22559,0,5
1025,22559,3,6
1026,22559,27,7
1027,22559,110,8
1028,22559,230,9
1029,22559,32,10
1030,4,132,1
1031,4,37,2
1032,4,34,3
1033,4,248,4
1034,4,0,5
1035,4,3,6
1036,4,27,7
1037,4,110,8
1038,4,230,9
1039,4,32,10
1040,6182,132,1
1041,6182,37,2
1042,6182,34,3
1043,6182,248,4
1044,6182,0,5
1045,6182,3,6
1046,6182,27,7
1047,6182,110,8
1048,6182,230,9
1049,6182,32,10
1050,3240,132,1
1051,3240,37,2
1052,3240,34,3
1053,3240,248,4
1054,3240,0,5
1055,3240,3,6
1056,3240,27,7
1057,3240,110,8
1058,3240,230,9
1059,3240,32,10
1060,15786,132,1
1061,15786,37,2
1062,15786,34,3
1063,15786,248,4
1064,15786,0,5
1065,15786,3,6
1066,15786,27,7
1067,15786,110,8
1068,15786,230,9
1069,15786,32,10
1070,27647,132,1
1071,27647,37,2
1072,27647,34,3
1073,27647,248,4
1074,27647,0,5
1075,27647,3,6
1076,27647,27,7
1077,27647,110,8
1078,27647,230,9
1079,27647,32,10
1080,20961,132,1
1081,20961,37,2
1082,20961,34,3
1083,20961,248,4
1084,20961,0,5
1085,20961,3,6
1086,20961,27,7
1087,20961,110,8
1088,20961,230,9
1089,20961,32,10
1090,7551,132,1
1091,7551,37,2
1092,7551,34,3
1093,7551,248,4
1094,7551,0,5
1095,7551,3,6
1096,7551,27,7
1097,7551,110,8
1098,7551,230,9
1099,7551,32,10
1100,5562,132,1
1101,5562,37,2
1102,5562,34,3
1103,5562,248,4
1104,5562,0,5
1105,5562,3,6
1106,5562,27,7
1107,5562,110,8
1108,5562,230,9
1109,5562,32,10
1110,1412,132,1
1111,1412,37,2
1112,1412,34,3
1113,1412,248,4
1114,1412,0,5
1115,1412,3,6
1116,1412,27,7
1117,1412,110,8
1118,1412,230,9
1119,1412,32,10
1120,15358,132,1
1121,15358,37,2
1122,15358,34,3
1123,15358,248,4
1124,15358,0,5
1125,15358,3,6
1126,15358,27,7
1127,15358,110,8
1128,15358,230,9
1129,15358,32,10
1130,6680,132,1
1131,6680,37,2
1132,6680,34,3
1133,6680,248,4
1134,6680,0,5
1135,6680,3,6
1136,6680,27,7
1137,6680,110,8
1138,6680,230,9
1139,6680,32,10
1140,25644,132,1
1141,25644,37,2
1142,25644,34,3
1143,25644,248,4
1144,25644,0,5
1145,25644,3,6
1146,25644,27,7
1147,25644,110,8
1148,25644,230,9
1149,25644,32,10
1150,25532,132,1
1151,25532,37,2
1152,25532,34,3
1153,25532,248,4
1154,25532,0,5
1155,25532,3,6
1156,25532,27,7
1157,25532,110,8
1158,25532,230,9
1159,25532,32,10
1160,15012,132,1
1161,15012,37,2
1162,15012,34,3
1163,15012,248,4
1164,15012,0,5
1165,15012,3,6
1166,15012,27,7
1167,15012,110,8
1168,15012,230,9
1169,15012,32,10
1170,10820,132,1
1171,10820,37,2
1172,10820,34,3
1173,10820,248,4
1174,10820,0,5
1175,10820,3,6
1176,10820,27,7
1177,10820,110,8
1178,10820,230,9
1179,10820,32,10
1180,12142,132,1
1181,12142,37,2
1182,12142,34,3
1183,12142,248,4
1184,12142,0,5
1185,12142,3,6
1186,12142,27,7
1187,12142,110,8
1188,12142,230,9
1189,12142,32,10
1190,22182,132,1
1191,22182,37,2
1192,22182,34,3
1193,22182,248,4
1194,22182,0,5
1195,22182,3,6
1196,22182,27,7
1197,22182,110,8
1198,22182,230,9
1199,22182,32,10
1200,19554,132,1
1201,19554,37,2
1202,19554,34,3
1203,19554,248,4
1204,19554,0,5
1205,19554,3,6
1206,19554,27,7
1207,19554,110,8
1208,19554,230,9
1209,19554,32,10
1210,1851,132,1
1211,1851,37,2
1212,1851,34,3
1213,1851,248,4
1214,1851,3,5
1215,1851,27,6
1216,1851,110,7
1217,1851,230,8
1218,1851,32,9
1219,1851,10,10
1220,13114,132,1
1221,13114,37,2
1222,13114,34,3
1223,13114,248,4
1224,13114,3,5
1225,13114,27,6
1226,13114,110,7
1227,13114,230,8
1228,13114,32,9
1229,13114,226,10
1230,6344,132,1
1231,6344,37,2
1232,6344,34,3
1233,6344,248,4
1234,6344,0,5
1235,6344,3,6
1236,6344,27,7
1237,6344,110,8
1238,6344,230,9
1239,6344,32,10
1240,16605,132,1
1241,16605,37,2
1242,16605,34,3
1243,16605,248,4
1244,16605,0,5
1245,16605,3,6
1246,16605,27,7
1247,16605,110,8
1248,16605,230,9
1249,16605,32,10
1250,7326,132,1
1251,7326,37,2
1252,7326,34,3
1253,7326,248,4
1254,7326,0,5
1255,7326,3,6
1256,7326,27,7
1257,7326,110,8
1258,7326,230,9
1259,7326,32,10
1260,26978,132,1
1261,26978,37,2
1262,26978,34,3
1263,26978,248,4
1264,26978,0,5
1265,26978,3,6
1266,26978,27,7
1267,26978,110,8
1268,26978,230,9
1269,26978,32,10
1270,19298,132,1
1271,19298,37,2
1272,19298,34,3
1273,19298,248,4
1274,19298,0,5
1275,19298,3,6
1276,19298,27,7
1277,19298,110,8
1278,19298,230,9
1279,19298,32,10
1280,13821,132,1
1281,13821,37,2
1282,13821,34,3
1283,13821,248,4
1284,13821,0,5
1285,13821,3,6
1286,13821,27,7
1287,13821,110,8
1288,13821,230,9
1289,13821,32,10
1290,12735,132,1
1291,12735,37,2
1292,12735,34,3
1293,12735,248,4
1294,12735,0,5
1295,12735,3,6
1296,12735,27,7
1297,12735,110,8
1298,12735,230,9
1299,12735,32,10
1300,14483,132,1
1301,14483,37,2
1302,14483,34,3
1303,14483,248,4
1304,14483,0,5
1305,14483,3,6
1306,14483,27,7
1307,14483,110,8
1308,14483,230,9
1309,14483,32,10
1310,11523,132,1
1311,11523,37,2
1312,11523,34,3
1313,11523,248,4
1314,11523,0,5
1315,11523,3,6
1316,11523,27,7
1317,11523,110,8
1318,11523,230,9
1319,11523,32,10
1320,7919,132,1
1321,7919,37,2
1322,7919,34,3
1323,7919,248,4
1324,7919,0,5
1325,7919,3,6
1326,7919,27,7
1327,7919,110,8
1328,7919,230,9
1329,7919,32,10
1330,9398,132,1
1331,9398,37,2
1332,9398,34,3
1333,9398,248,4
1334,9398,0,5
1335,9398,3,6
1336,9398,27,7
1337,9398,110,8
1338,9398,230,9
1339,9398,32,10
1340,9173,132,1
1341,9173,37,2
1342,9173,34,3
1343,9173,248,4
1344,9173,0,5
1345,9173,27,6
1346,9173,110,7
1347,9173,230,8
1348,9173,32,9
1349,9173,10,10
1350,16005,132,1
1351,16005,37,2
1352,16005,34,3
1353,16005,248,4
1354,16005,0,5
1355,16005,3,6
1356,16005,27,7
1357,16005,110,8
1358,16005,230,9
1359,16005,32,10
1360,1653,132,1
1361,1653,37,2
1362,1653,34,3
1363,1653,248,4
1364,1653,0,5
1365,1653,27,6
1366,1653,110,7
1367,1653,230,8
1368,1653,32,9
1369,1653,10,10
1370,7153,132,1
1371,7153,37,2
1372,7153,34,3
1373,7153,0,4
1374,7153,3,5
1375,7153,27,6
1376,7153,110,7
1377,7153,230,8
1378,7153,32,9
1379,7153,10,10
1380,1783,132,1
1381,1783,37,2
1382,1783,34,3
1383,1783,248,4
1384,1783,0,5
1385,1783,3,6
1386,1783,27,7
1387,1783,110,8
1388,1783,230,9
1389,1783,32,10
1390,261,132,1
1391,261,37,2
1392,261,34,3
1393,261,248,4
1394,261,0,5
1395,261,3,6
1396,261,27,7
1397,261,110,8
1398,261,230,9
1399,261,32,10
1400,11330,132,1
1401,11330,37,2
1402,11330,34,3
1403,11330,248,4
1404,11330,0,5
1405,11330,3,6
1406,11330,27,7
1407,11330,110,8
1408,11330,230,9
1409,11330,32,10
1410,6803,132,1
1411,6803,37,2
1412,6803,34,3
1413,6803,248,4
1414,6803,0,5
1415,6803,3,6
1416,6803,27,7
1417,6803,110,8
1418,6803,230,9
1419,6803,32,10
1420,3171,132,1
1421,3171,37,2
1422,3171,34,3
1423,3171,248,4
1424,3171,0,5
1425,3171,3,6
1426,3171,27,7
1427,3171,110,8
1428,3171,230,9
1429,3171,32,10
1430,2892,132,1
1431,2892,37,2
1432,2892,34,3
1433,2892,248,4
1434,2892,0,5
1435,2892,3,6
1436,2892,27,7
1437,2892,110,8
1438,2892,230,9
1439,2892,32,10
1440,4717,132,1
1441,4717,34,2
1442,4717,248,3
1443,4717,0,4
1444,4717,3,5
1445,4717,27,6
1446,4717,110,7
1447,4717,230,8
1448,4717,32,9
1449,4717,10,10
1450,2815,132,1
1451,2815,34,2
1452,2815,248,3
1453,2815,0,4
1454,2815,3,5
1455,2815,27,6
1456,2815,110,7
1457,2815,230,8
1458,2815,32,9
1459,2815,10,10
1460,1090,132,1
1461,1090,37,2
1462,1090,34,3
1463,1090,248,4
1464,1090,0,5
1465,1090,3,6
1466,1090,27,7
1467,1090,110,8
1468,1090,230,9
1469,1090,32,10
1470,3773,132,1
1471,3773,37,2
1472,3773,34,3
1473,3773,248,4
1474,3773,0,5
1475,3773,3,6
1476,3773,27,7
1477,3773,110,8
1478,3773,230,9
1479,3773,32,10
1480,7443,132,1
1481,7443,37,2
1482,7443,34,3
1483,7443,248,4
1484,7443,0,5
1485,7443,3,6
1486,7443,27,7
1487,7443,110,8
1488,7443,230,9
1489,7443,32,10
1490,1111,132,1
1491,1111,37,2
1492,1111,34,3
1493,1111,248,4
1494,1111,0,5
1495,1111,3,6
1496,1111,27,7
1497,1111,110,8
1498,1111,230,9
1499,1111,32,10
1500,16143,132,1
1501,16143,37,2
1502,16143,34,3
